"","coffeid","typeid","value"
"1956",123,4,"cerro bueno"
"1957",123,5,"cadexsa"
"1958",123,6,"cadexsa"
"1959",123,7,"marcala"
"1960",123,8,"Omar Acosta"
"1961",123,9,"1 kg"
"1962",123,10,"Instituto HondureÃ±o del CafÃ©"
"1963",123,11,"2014"
"1964",123,12,"Catuai"
"1965",123,13,"Washed / Wet"
"1966",123,14,"Green"
"1967",123,15,"Instituto HondureÃ±o del CafÃ©"
"1968",123,16,"m"
"1969",124,1,"Arabica"
"1970",124,2,"the coffee source inc."
"1971",124,3,"El Salvador"
"1972",124,4,"several"
"1973",124,5,"la majada cooperative"
"1974",124,6,""
"1975",124,7,"santa ana"
"1976",124,8,"Several producers"
"1977",124,9,"69 kg"
"1978",124,10,"Specialty Coffee Association"
"1979",124,11,"2010-2011"
"1980",124,12,""
"1981",124,13,""
"1982",124,14,""
"1983",124,15,"Specialty Coffee Association"
"1984",124,16,"m"
"1985",125,1,"Arabica"
"1986",125,2,"grounds for health admin"
"1987",125,3,"Nicaragua"
"1988",125,4,"santa martha"
"1989",125,5,"beneficio atlantic sebaco"
"1990",125,6,""
"1991",125,7,"jinotega"
"1992",125,8,"Juan Alvaro Munguia"
"1993",125,9,"6"
"1994",125,10,"Specialty Coffee Association"
"1995",125,11,"2009 - 2010"
"1996",125,12,""
"1997",125,13,""
"1998",125,14,""
"1999",125,15,"Specialty Coffee Association"
"2000",125,16,"m"
"2001",126,1,"Arabica"
"2002",126,2,"consejo salvadoreÃ±o del cafÃ©"
"2003",126,3,"El Salvador"
"2004",126,4,"monterrey"
"2005",126,5,"j.j. borja nathan"
"2006",126,6,"cafetalera del pacifico"
"2007",126,7,"apaneca"
"2008",126,8,"J.J. Borja Nathan"
"2009",126,9,"69 kg"
"2010",126,10,"Salvadoran Coffee Council"
"2011",126,11,"2016"
"2012",126,12,"Bourbon"
"2013",126,13,"Washed / Wet"
"2014",126,14,"Blue-Green"
"2015",126,15,"Salvadoran Coffee Council"
"2016",126,16,"m"
"2017",127,1,"Arabica"
"2018",127,2,"sanjava coffee"
"2019",127,3,"Indonesia"
"2020",127,4,"sran temanggung plantation"
"2021",127,5,"wet hulling"
"2022",127,6,"pt. shriya artha nusantara"
"2023",127,7,"temanggung, indonesia"
"2024",127,8,"PT. Shriya Artha Nusantara"
"2025",127,9,"1 kg"
"2026",127,10,"Specialty Coffee Association of Indonesia"
"2027",127,11,"2016"
"2028",127,12,"Java"
"2029",127,13,"Washed / Wet"
"2030",127,14,"Green"
"2031",127,15,"Specialty Coffee Association of Indonesia"
"2032",127,16,"m"
"2033",128,1,"Arabica"
"2034",128,2,"???? koju matsuzawa"
"2035",128,3,"Japan"
"2036",128,4,"ada farm"
"2037",128,5,"ada farm"
"2038",128,6,"matsuzawa coffee"
"2039",128,7,"ada okinawa japan"
"2040",128,8,"Taijiro TOKUDA"
"2041",128,9,"1 kg"
"2042",128,10,"Specialty Coffee Institute of Asia"
"2043",128,11,""
"2044",128,12,"Mundo Novo"
"2045",128,13,"Pulped natural / honey"
"2046",128,14,"Green"
"2047",128,15,"Specialty Coffee Institute of Asia"
"2048",128,16,"m"
"2049",129,1,"Arabica"
"2050",129,2,"rodrigo soto"
"2051",129,3,"Costa Rica"
"2052",129,4,"rio jorco"
"2053",129,5,"rio jorco"
"2054",129,6,"panamerican coffee trading"
"2055",129,7,"tarrazu"
"2056",129,8,"Johanna"
"2057",129,9,"69 kg"
"2058",129,10,"Specialty Coffee Association of Costa Rica"
"2059",129,11,"2015"
"2060",129,12,"Catuai"
"2061",129,13,"Washed / Wet"
"2062",129,14,"Blue-Green"
"2063",129,15,"Specialty Coffee Association of Costa Rica"
"2064",129,16,"m"
"2065",130,1,"Arabica"
"2066",130,2,"juan luis alvarado romero"
"2067",130,3,"Guatemala"
"2068",130,4,"san diego buena vista"
"2069",130,5,"san diego buena vista"
"2070",130,6,"waelti schoenfeld exportadores de cafe, s.a."
"2071",130,7,"acatenango"
"2072",130,8,"JUAN BOCK"
"2073",130,9,"34 kg"
"2074",130,10,"Asociacion Nacional Del CafÃ©"
"2075",130,11,"2015"
"2076",130,12,"Bourbon"
"2077",130,13,"Washed / Wet"
"2078",130,14,"Green"
"2079",130,15,"Asociacion Nacional Del CafÃ©"
"2080",130,16,"m"
"2081",131,1,"Arabica"
"2082",131,2,"fabian calderon mora"
"2083",131,3,"Costa Rica"
"2084",131,4,"coopetarrazÃº"
"2085",131,5,"coopetarrazÃº"
"2086",131,6,"coopetarrazÃº.r.l"
"2087",131,7,"tarrazu"
"2088",131,8,"CoopetarrazÃº"
"2089",131,9,"1 lbs"
"2090",131,10,"Specialty Coffee Association of Costa Rica"
"2091",131,11,"2014"
"2092",131,12,"Caturra"
"2093",131,13,"Washed / Wet"
"2094",131,14,"Green"
"2095",131,15,"Specialty Coffee Association of Costa Rica"
"2096",131,16,"m"
"2097",132,1,"Arabica"
"2098",132,2,"essencecoffee"
"2099",132,3,"Ethiopia"
"2100",132,4,"moplaco"
"2101",132,5,"moplaco"
"2102",132,6,"essence coffee"
"2103",132,7,"yirgacheffe"
"2104",132,8,"Moplaco"
"2105",132,9,"30 kg"
"2106",132,10,"Blossom Valley International"
"2107",132,11,"2014"
"2108",132,12,"Ethiopian Yirgacheffe"
"2109",132,13,"Washed / Wet"
"2110",132,14,""
"2111",132,15,"Blossom Valley International"
"2112",132,16,"m"
"2113",133,1,"Arabica"
"2114",133,2,"essencecoffee"
"2115",133,3,"Costa Rica"
"2116",133,4,"finca salaca las brisas"
"2117",133,5,"beneficio las brisas"
"2118",133,6,"essence coffee"
"2119",133,7,"costa rica"
"2120",133,8,"Maria Elena Castro"
"2121",133,9,"69 kg"
"2122",133,10,"Blossom Valley International"
"2123",133,11,"2014"
"2124",133,12,"Other"
"2125",133,13,"Other"
"2126",133,14,"Green"
"2127",133,15,"Blossom Valley International"
"2128",133,16,"m"
"2129",134,1,"Arabica"
"2130",134,2,"eric thormaehlen"
"2131",134,3,"Costa Rica"
"2132",134,4,"various"
"2133",134,5,"coricafe sa"
"2134",134,6,"coricafe s.a."
"2135",134,7,"west valley"
"2136",134,8,"CORICAFE BLEND"
"2137",134,9,"1 kg"
"2138",134,10,"Specialty Coffee Association of Costa Rica"
"2139",134,11,"2014"
"2140",134,12,"Catuai"
"2141",134,13,"Washed / Wet"
"2142",134,14,"Green"
"2143",134,15,"Specialty Coffee Association of Costa Rica"
"2144",134,16,"m"
"2145",135,1,"Arabica"
"2146",135,2,"rob tuttle"
"2147",135,3,"Costa Rica"
"2148",135,4,""
"2149",135,5,""
"2150",135,6,"thrive farmers"
"2151",135,7,""
"2152",135,8,""
"2153",135,9,"2 kg"
"2154",135,10,"Specialty Coffee Association"
"2155",135,11,"2012"
"2156",135,12,""
"2157",135,13,"Washed / Wet"
"2158",135,14,"Green"
"2159",135,15,"Specialty Coffee Association"
"2160",135,16,"m"
"2161",136,1,"Arabica"
"2162",136,2,"cqi taiwan icp cqi??????"
"2163",136,3,"Taiwan"
"2164",136,4,"dragon ???"
"2165",136,5,"dragon coffee ??"
"2166",136,6,"blossom valley????"
"2167",136,7,"taichung xinshe ??????"
"2168",136,8,"Gu yong long ???"
"2169",136,9,"30 kg"
"2170",136,10,"Blossom Valley International"
"2171",136,11,"2013/2014"
"2172",136,12,"Typica"
"2173",136,13,"Washed / Wet"
"2174",136,14,"Green"
"2175",136,15,"Blossom Valley International"
"2176",136,16,"m"
"2177",137,1,"Arabica"
"2178",137,2,"compaÃ±ia colombiana agroindustrial s.a"
"2179",137,3,"Colombia"
"2180",137,4,""
"2181",137,5,"trilladora agricola"
"2182",137,6,"ecom cca sa"
"2183",137,7,"santander"
"2184",137,8,""
"2185",137,9,"70 kg"
"2186",137,10,"AlmacafÃ©"
"2187",137,11,"2013"
"2188",137,12,"Caturra"
"2189",137,13,"Washed / Wet"
"2190",137,14,"Green"
"2191",137,15,"AlmacafÃ©"
"2192",137,16,"m"
"2193",138,1,"Arabica"
"2194",138,2,"dream together"
"2195",138,3,"Kenya"
"2196",138,4,""
"2197",138,5,""
"2198",138,6,"dream together inc."
"2199",138,7,"nyeri"
"2200",138,8,"Sasini"
"2201",138,9,"60 kg"
"2202",138,10,"Specialty Coffee Institute of Asia"
"2203",138,11,"2012"
"2204",138,12,"SL28"
"2205",138,13,"Washed / Wet"
"2206",138,14,"Bluish-Green"
"2207",138,15,"Specialty Coffee Institute of Asia"
"2208",138,16,"m"
"2209",139,1,"Arabica"
"2210",139,2,"juan luis alvarado romero"
"2211",139,3,"Guatemala"
"2212",139,4,"agropecuaria quiagral"
"2213",139,5,"beneficio ixchel"
"2214",139,6,"unex guatemala, s.a."
"2215",139,7,"oriente"
"2216",139,8,"AGROPECUARIA QUIAGRAL"
"2217",139,9,"1 kg"
"2218",139,10,"Asociacion Nacional Del CafÃ©"
"2219",139,11,"2012"
"2220",139,12,"Bourbon"
"2221",139,13,"Washed / Wet"
"2222",139,14,"Green"
"2223",139,15,"Asociacion Nacional Del CafÃ©"
"2224",139,16,"ft"
"2225",140,1,"Arabica"
"2226",140,2,"juan luis alvarado romero"
"2227",140,3,"Guatemala"
"2228",140,4,"valparaiso"
"2229",140,5,"beneficio valparaiso"
"2230",140,6,"sertrasa"
"2231",140,7,"acatenango"
"2232",140,8,"SERTRASA"
"2233",140,9,"1 kg"
"2234",140,10,"Asociacion Nacional Del CafÃ©"
"2235",140,11,"2012"
"2236",140,12,"Bourbon"
"2237",140,13,"Washed / Wet"
"2238",140,14,"Green"
"2239",140,15,"Asociacion Nacional Del CafÃ©"
"2240",140,16,"ft"
"2241",141,1,"Arabica"
"2242",141,2,"organizaciones de productores de cafe colimense"
"2243",141,3,"Mexico"
"2244",141,4,"el nogal, la higuera, los laureles"
"2245",141,5,"cafetaleros de el remudadero s.p.r. de r.l."
"2246",141,6,"organizaciones de productores de cafe colimense sa de cv"
"2247",141,7,"el remudadero"
"2248",141,8,"JORGE TORRES BELTRAN, VICENTE HERNANDEZ OCHOA, IGNACIO TORRES"
"2249",141,9,"1 kg"
"2250",141,10,"AMECAFE"
"2251",141,11,"2012"
"2252",141,12,"Typica"
"2253",141,13,"Washed / Wet"
"2254",141,14,""
"2255",141,15,"AMECAFE"
"2256",141,16,"m"
"2257",142,1,"Arabica"
"2258",142,2,"afca"
"2259",142,3,"Uganda"
"2260",142,4,""
"2261",142,5,"ugacof"
"2262",142,6,"ugacof ltd"
"2263",142,7,"mbale"
"2264",142,8,""
"2265",142,9,"60 kg"
"2266",142,10,"Africa Fine Coffee Association"
"2267",142,11,"2012"
"2268",142,12,"Other"
"2269",142,13,"Washed / Wet"
"2270",142,14,"Blue-Green"
"2271",142,15,"Africa Fine Coffee Association"
"2272",142,16,"m"
"2273",143,1,"Arabica"
"2274",143,2,"benjamin schmerler"
"2275",143,3,"Peru"
"2276",143,4,""
"2277",143,5,""
"2278",143,6,""
"2279",143,7,"penachi, cecanor"
"2280",143,8,"CECANOR"
"2281",143,9,"60 kg"
"2282",143,10,"Specialty Coffee Association"
"2283",143,11,""
"2284",143,12,""
"2285",143,13,""
"2286",143,14,""
"2287",143,15,"Specialty Coffee Association"
"2288",143,16,"m"
"2289",144,1,"Arabica"
"2290",144,2,"ethiopia commodity exchange"
"2291",144,3,"Ethiopia"
"2292",144,4,"contact | sidacoop@ethionet.net"
"2293",144,5,"coffee processing and warehouse enterpri"
"2294",144,6,""
"2295",144,7,"sidamo"
"2296",144,8,"Sidama Coffee Farmers Coop. Union"
"2297",144,9,"6"
"2298",144,10,"Ethiopia Commodity Exchange"
"2299",144,11,"2009/2010"
"2300",144,12,""
"2301",144,13,""
"2302",144,14,""
"2303",144,15,"Ethiopia Commodity Exchange"
"2304",144,16,"m"
"2305",145,1,"Arabica"
"2306",145,2,"jungle estate"
"2307",145,3,"Kenya"
"2308",145,4,"jungle estate"
"2309",145,5,"nkg mills"
"2310",145,6,"keremara limited"
"2311",145,7,"nyeri"
"2312",145,8,"JUNGLE ESTATE"
"2313",145,9,"60 kg"
"2314",145,10,"Kenya Coffee Traders Association"
"2315",145,11,""
"2316",145,12,"SL34"
"2317",145,13,"Washed / Wet"
"2318",145,14,"Blue-Green"
"2319",145,15,"Kenya Coffee Traders Association"
"2320",145,16,"m"
"2321",146,1,"Arabica"
"2322",146,2,"racafe & cia s.c.a"
"2323",146,3,"Colombia"
"2324",146,4,""
"2325",146,5,"bucaramanga"
"2326",146,6,"racafe & cia s.c.a"
"2327",146,7,"santander"
"2328",146,8,""
"2329",146,9,"70 kg"
"2330",146,10,"AlmacafÃ©"
"2331",146,11,"2016"
"2332",146,12,"Other"
"2333",146,13,"Washed / Wet"
"2334",146,14,"Blue-Green"
"2335",146,15,"AlmacafÃ©"
"2336",146,16,"m"
"2337",147,1,"Arabica"
"2338",147,2,"racafe & cia s.c.a"
"2339",147,3,"Colombia"
"2340",147,4,""
"2341",147,5,"bachue"
"2342",147,6,"racafe & cia s.c.a"
"2343",147,7,"huila"
"2344",147,8,"La Plata"
"2345",147,9,"70 kg"
"2346",147,10,"AlmacafÃ©"
"2347",147,11,"2016"
"2348",147,12,"Caturra"
"2349",147,13,"Washed / Wet"
"2350",147,14,"Green"
"2351",147,15,"AlmacafÃ©"
"2352",147,16,"m"
"2353",148,1,"Arabica"
"2354",148,2,"daniel magu"
"2355",148,3,"Kenya"
"2356",148,4,"blend"
"2357",148,5,"sagana"
"2358",148,6,"c dorman ltd"
"2359",148,7,"nyeri"
"2360",148,8,"BLEND"
"2361",148,9,"60 kg"
"2362",148,10,"Kenya Coffee Traders Association"
"2363",148,11,"2013"
"2364",148,12,"Peaberry"
"2365",148,13,"Washed / Wet"
"2366",148,14,"Bluish-Green"
"2367",148,15,"Kenya Coffee Traders Association"
"2368",148,16,"m"
"2369",149,1,"Arabica"
"2370",149,2,"juan luis alvarado romero"
"2371",149,3,"Guatemala"
"2372",149,4,"el morito"
"2373",149,5,"el morito"
"2374",149,6,"armajaro guatemala, s. a."
"2375",149,7,"jalapa"
"2376",149,8,"ROBERTO MONTERROSO"
"2377",149,9,"69 kg"
"2378",149,10,"Asociacion Nacional Del CafÃ©"
"2379",149,11,"2014"
"2380",149,12,"Pacas"
"2381",149,13,"Washed / Wet"
"2382",149,14,"Green"
"2383",149,15,"Asociacion Nacional Del CafÃ©"
"2384",149,16,"ft"
"2385",150,1,"Arabica"
"2386",150,2,"juan luis alvarado romero"
"2387",150,3,"Guatemala"
"2388",150,4,"el papaturro"
"2389",150,5,"beneficio ixchel"
"2390",150,6,"unex guatemala, s.a."
"2391",150,7,"oriente"
"2392",150,8,"AMILCAR LAPOLA"
"2393",150,9,"69 kg"
"2394",150,10,"Asociacion Nacional Del CafÃ©"
"2395",150,11,"2014"
"2396",150,12,"Bourbon"
"2397",150,13,"Washed / Wet"
"2398",150,14,"Green"
"2399",150,15,"Asociacion Nacional Del CafÃ©"
"2400",150,16,"ft"
"2401",151,1,"Arabica"
"2402",151,2,"compaÃ±ia colombiana agroindustrial s.a"
"2403",151,3,"Colombia"
"2404",151,4,""
"2405",151,5,"trilladora agricola"
"2406",151,6,"ecom cca sa"
"2407",151,7,"santander"
"2408",151,8,""
"2409",151,9,"70 kg"
"2410",151,10,"AlmacafÃ©"
"2411",151,11,"2013"
"2412",151,12,"Caturra"
"2413",151,13,"Washed / Wet"
"2414",151,14,""
"2415",151,15,"AlmacafÃ©"
"2416",151,16,"m"
"2417",152,1,"Arabica"
"2418",152,2,"racafe & cia s.c.a"
"2419",152,3,"Colombia"
"2420",152,4,""
"2421",152,5,""
"2422",152,6,"racafe & cia s.c.a"
"2423",152,7,"huila"
"2424",152,8,"La Plata"
"2425",152,9,"70 kg"
"2426",152,10,"AlmacafÃ©"
"2427",152,11,"2013"
"2428",152,12,"Caturra"
"2429",152,13,"Washed / Wet"
"2430",152,14,""
"2431",152,15,"AlmacafÃ©"
"2432",152,16,"m"
"2433",153,1,"Arabica"
"2434",153,2,"taylor winch (coffee) ltd."
"2435",153,3,"Kenya"
"2436",153,4,""
"2437",153,5,""
"2438",153,6,"taylor winch (coffee) ltd"
"2439",153,7,""
"2440",153,8,"changeru wet mill"
"2441",153,9,"660 kg"
"2442",153,10,"Kenya Coffee Traders Association"
"2443",153,11,"2013"
"2444",153,12,"SL28"
"2445",153,13,"Washed / Wet"
"2446",153,14,"Green"
"2447",153,15,"Kenya Coffee Traders Association"
"2448",153,16,"m"
"2449",154,1,"Arabica"
"2450",154,2,"exportadora de cafe condor s.a"
"2451",154,3,"Colombia"
"2452",154,4,""
"2453",154,5,"trilladora boananza"
"2454",154,6,"exportadora de cafe condor s.a"
"2455",154,7,"huila"
"2456",154,8,""
"2457",154,9,"70 kg"
"2458",154,10,"AlmacafÃ©"
"2459",154,11,"2012"
"2460",154,12,"Caturra"
"2461",154,13,"Washed / Wet"
"2462",154,14,"Green"
"2463",154,15,"AlmacafÃ©"
"2464",154,16,"m"
"2465",155,1,"Arabica"
"2466",155,2,"lusso lab"
"2467",155,3,"Costa Rica"
"2468",155,4,"la chaparral"
"2469",155,5,""
"2470",155,6,"lusso coffee lab"
"2471",155,7,"tres rios"
"2472",155,8,""
"2473",155,9,"1 kg"
"2474",155,10,"Specialty Coffee Association"
"2475",155,11,"2012"
"2476",155,12,"Bourbon"
"2477",155,13,"Semi-washed / Semi-pulped"
"2478",155,14,"Bluish-Green"
"2479",155,15,"Specialty Coffee Association"
"2480",155,16,"m"
"2481",156,1,"Arabica"
"2482",156,2,"exportadora de cafe condor s.a"
"2483",156,3,"Colombia"
"2484",156,4,"various"
"2485",156,5,"trilladora boananza"
"2486",156,6,"exportadora de cafe condor s.a"
"2487",156,7,"huila"
"2488",156,8,"varios"
"2489",156,9,"70 kg"
"2490",156,10,"AlmacafÃ©"
"2491",156,11,"2012"
"2492",156,12,"Caturra"
"2493",156,13,"Washed / Wet"
"2494",156,14,"Green"
"2495",156,15,"AlmacafÃ©"
"2496",156,16,"m"
"2497",157,1,"Arabica"
"2498",157,2,"nucoffee"
"2499",157,3,"Brazil"
"2500",157,4,"fazenda recreio"
"2501",157,5,""
"2502",157,6,"nucoffee"
"2503",157,7,"vale da grama"
"2504",157,8,"Homero Texeira de Macedo Junior"
"2505",157,9,"60 kg"
"2506",157,10,"NUCOFFEE"
"2507",157,11,"2011"
"2508",157,12,"Bourbon"
"2509",157,13,"Semi-washed / Semi-pulped"
"2510",157,14,"Green"
"2511",157,15,"NUCOFFEE"
"2512",157,16,"m"
"2513",158,1,"Arabica"
"2514",158,2,"nucoffee"
"2515",158,3,"Brazil"
"2516",158,4,"fazenda vista alegre"
"2517",158,5,""
"2518",158,6,"nucoffee"
"2519",158,7,"mountains of minas gerais"
"2520",158,8,"Geraldo PaixÃ£o"
"2521",158,9,"60 kg"
"2522",158,10,"NUCOFFEE"
"2523",158,11,"2011"
"2524",158,12,"Catuai"
"2525",158,13,"Semi-washed / Semi-pulped"
"2526",158,14,"Blue-Green"
"2527",158,15,"NUCOFFEE"
"2528",158,16,"m"
"2529",159,1,"Arabica"
"2530",159,2,"max gurdian"
"2531",159,3,"Costa Rica"
"2532",159,4,""
"2533",159,5,"beneficio santo domingo - beneficio dosmil"
"2534",159,6,"beneficios volcafÃ© costa rica"
"2535",159,7,"valle central"
"2536",159,8,"Various"
"2537",159,9,"18975 kg"
"2538",159,10,"Specialty Coffee Association of Costa Rica"
"2539",159,11,"2017 / 2018"
"2540",159,12,"Caturra"
"2541",159,13,"Washed / Wet"
"2542",159,14,"Bluish-Green"
"2543",159,15,"Specialty Coffee Association of Costa Rica"
"2544",159,16,"m"
"2545",160,1,"Arabica"
"2546",160,2,"ecom japan limited"
"2547",160,3,"Uganda"
"2548",160,4,"kawacom sipi project"
"2549",160,5,"kawacom"
"2550",160,6,"kawacom uganda ltd"
"2551",160,7,"eastern uganda"
"2552",160,8,"Kawacom Uganda Ltd"
"2553",160,9,"12000 kg"
"2554",160,10,"Uganda Coffee Development Authority"
"2555",160,11,"2016"
"2556",160,12,"SL14"
"2557",160,13,"Washed / Wet"
"2558",160,14,"Green"
"2559",160,15,"Uganda Coffee Development Authority"
"2560",160,16,"m"
"2561",161,1,"Arabica"
"2562",161,2,"yunnan coffee exchange"
"2563",161,3,"China"
"2564",161,4,"menglian banâ€™an coffee processing factory"
"2565",161,5,"menglian banâ€™an coffee processing factory"
"2566",161,6,"yunnan coffee exchange"
"2567",161,7,"yunnan"
"2568",161,8,"Menglian Banâ€™an Coffee Processing Factory"
"2569",161,9,"60 kg"
"2570",161,10,"Yunnan Coffee Exchange"
"2571",161,11,"2015"
"2572",161,12,"Catimor"
"2573",161,13,"Washed / Wet"
"2574",161,14,"Green"
"2575",161,15,"Yunnan Coffee Exchange"
"2576",161,16,"m"
"2577",162,1,"Arabica"
"2578",162,2,"fabian calderon mora"
"2579",162,3,"Costa Rica"
"2580",162,4,"coopetarrazÃº"
"2581",162,5,"coopetarrazÃº"
"2582",162,6,"coopetarrazÃº.r.l"
"2583",162,7,"tarrazu"
"2584",162,8,"CoopetarrazÃº"
"2585",162,9,"1 lbs"
"2586",162,10,"Specialty Coffee Association of Costa Rica"
"2587",162,11,"2014"
"2588",162,12,"Caturra"
"2589",162,13,"Washed / Wet"
"2590",162,14,"Green"
"2591",162,15,"Specialty Coffee Association of Costa Rica"
"2592",162,16,"m"
"2593",163,1,"Arabica"
"2594",163,2,"federacion nacional de cafeteros"
"2595",163,3,"Colombia"
"2596",163,4,""
"2597",163,5,"cauca"
"2598",163,6,"federacion nacional de cafeteros"
"2599",163,7,"cauca"
"2600",163,8,""
"2601",163,9,"2 kg"
"2602",163,10,"AlmacafÃ©"
"2603",163,11,"2015/2016"
"2604",163,12,"Other"
"2605",163,13,"Washed / Wet"
"2606",163,14,"Green"
"2607",163,15,"AlmacafÃ©"
"2608",163,16,"m"
"2609",164,1,"Arabica"
"2610",164,2,"eric wu"
"2611",164,3,"China"
"2612",164,4,"puer jiangcheng fuwang coffee biotechnology co., ltd"
"2613",164,5,"puer jiangcheng fuwang coffee biotechnology co., ltd"
"2614",164,6,"puer jiangcheng fuwang coffee biotechnology co., ltd"
"2615",164,7,"yunnan"
"2616",164,8,"PUER JIANGCHENG FUWANG COFFEE BIOTECHNOLOGY CO., LTD"
"2617",164,9,"2 kg"
"2618",164,10,"Specialty Coffee Association"
"2619",164,11,"2013"
"2620",164,12,"Other"
"2621",164,13,"Washed / Wet"
"2622",164,14,"Green"
"2623",164,15,"Specialty Coffee Association"
"2624",164,16,"m"
"2625",165,1,"Arabica"
"2626",165,2,"juan luis alvarado romero"
"2627",165,3,"Guatemala"
"2628",165,4,"el sacramento"
"2629",165,5,"beneficio ixchel"
"2630",165,6,"unex guatemala, s.a."
"2631",165,7,"oriente"
"2632",165,8,"LUIS RODRIGUEZ"
"2633",165,9,"69 kg"
"2634",165,10,"Asociacion Nacional Del CafÃ©"
"2635",165,11,"2013"
"2636",165,12,"Bourbon"
"2637",165,13,"Washed / Wet"
"2638",165,14,"Green"
"2639",165,15,"Asociacion Nacional Del CafÃ©"
"2640",165,16,"ft"
"2641",166,1,"Arabica"
"2642",166,2,"dream together"
"2643",166,3,"Kenya"
"2644",166,4,"rumukia farmers"
"2645",166,5,"sasini"
"2646",166,6,"dream together co. ltd"
"2647",166,7,"nyeri"
"2648",166,8,""
"2649",166,9,"60 kg"
"2650",166,10,"Specialty Coffee Institute of Asia"
"2651",166,11,"2012"
"2652",166,12,"SL28"
"2653",166,13,"Washed / Wet"
"2654",166,14,"Blue-Green"
"2655",166,15,"Specialty Coffee Institute of Asia"
"2656",166,16,"m"
"2657",167,1,"Arabica"
"2658",167,2,"maria imelda uscanga martinez"
"2659",167,3,"Mexico"
"2660",167,4,"la barranca"
"2661",167,5,"hustusco"
"2662",167,6,""
"2663",167,7,"hustusco"
"2664",167,8,"MARIA IMELDA USCANGA MARTINEZ"
"2665",167,9,"1 kg"
"2666",167,10,"AMECAFE"
"2667",167,11,"2012"
"2668",167,12,"Typica"
"2669",167,13,"Washed / Wet"
"2670",167,14,"Green"
"2671",167,15,"AMECAFE"
"2672",167,16,"m"
"2673",168,1,"Arabica"
"2674",168,2,"alfredo bojalil"
"2675",168,3,"Mexico"
"2676",168,4,"finca el retiro"
"2677",168,5,"agroindustrias unidas de mexico"
"2678",168,6,"ecomtrading"
"2679",168,7,"jaltenango"
"2680",168,8,"SANTIAGO JOSE ARGUELLO CAMPOS"
"2681",168,9,"1 kg"
"2682",168,10,"AMECAFE"
"2683",168,11,"2012"
"2684",168,12,"Typica"
"2685",168,13,"Washed / Wet"
"2686",168,14,""
"2687",168,15,"AMECAFE"
"2688",168,16,"m"
"2689",169,1,"Arabica"
"2690",169,2,"juan luis alvarado romero"
"2691",169,3,"Guatemala"
"2692",169,4,"nueva granada"
"2693",169,5,"beneficio nueva granada"
"2694",169,6,"transcafe, s.a"
"2695",169,7,"el tumbador, san marcos"
"2696",169,8,"AGRICOLA NUEVA GRANADA, S.A"
"2697",169,9,"69 kg"
"2698",169,10,"Asociacion Nacional Del CafÃ©"
"2699",169,11,"2012"
"2700",169,12,"Bourbon"
"2701",169,13,"Washed / Wet"
"2702",169,14,"Green"
"2703",169,15,"Asociacion Nacional Del CafÃ©"
"2704",169,16,"m"
"2705",170,1,"Arabica"
"2706",170,2,"daniel friedlander"
"2707",170,3,"Brazil"
"2708",170,4,""
"2709",170,5,"mmm"
"2710",170,6,""
"2711",170,7,"mmm"
"2712",170,8,"mmm"
"2713",170,9,"60 kg"
"2714",170,10,"NUCOFFEE"
"2715",170,11,"mmm"
"2716",170,12,""
"2717",170,13,""
"2718",170,14,""
"2719",170,15,"NUCOFFEE"
"2720",170,16,"m"
"2721",171,1,"Arabica"
"2722",171,2,"alexandra katona-carroll"
"2723",171,3,"Brazil"
"2724",171,4,""
"2725",171,5,""
"2726",171,6,""
"2727",171,7,"test"
"2728",171,8,""
"2729",171,9,"60 kg"
"2730",171,10,"NUCOFFEE"
"2731",171,11,"TEST"
"2732",171,12,""
"2733",171,13,""
"2734",171,14,""
"2735",171,15,"NUCOFFEE"
"2736",171,16,"m"
"2737",172,1,"Arabica"
"2738",172,2,"max gurdian"
"2739",172,3,"Costa Rica"
"2740",172,4,"several farmers"
"2741",172,5,"beneficio san diego"
"2742",172,6,"beneficios volcafÃ© costa rica"
"2743",172,7,"tarrazu"
"2744",172,8,"Beneficio San Diego"
"2745",172,9,"69 kg"
"2746",172,10,"Specialty Coffee Association of Costa Rica"
"2747",172,11,"2016"
"2748",172,12,"Caturra"
"2749",172,13,"Washed / Wet"
"2750",172,14,"Blue-Green"
"2751",172,15,"Specialty Coffee Association of Costa Rica"
"2752",172,16,"m"
"2753",173,1,"Arabica"
"2754",173,2,"aulia arif syahri"
"2755",173,3,"Indonesia"
"2756",173,4,"darmawi"
"2757",173,5,"dry mill"
"2758",173,6,"pt. olam indonesia"
"2759",173,7,"sumatra brastagi"
"2760",173,8,"Surbakti"
"2761",173,9,"30 kg"
"2762",173,10,"Specialty Coffee Association"
"2763",173,11,"2017"
"2764",173,12,"Mandheling"
"2765",173,13,"Other"
"2766",173,14,"Blue-Green"
"2767",173,15,"Specialty Coffee Association"
"2768",173,16,"m"
"2769",174,1,"Arabica"
"2770",174,2,"carcafe ltda ci"
"2771",174,3,"Colombia"
"2772",174,4,""
"2773",174,5,"neiva"
"2774",174,6,"carcafe ltda"
"2775",174,7,"pitalito"
"2776",174,8,"FRANKLIN DUSSAN"
"2777",174,9,"35 kg"
"2778",174,10,"AlmacafÃ©"
"2779",174,11,"2015/2016"
"2780",174,12,"Caturra"
"2781",174,13,"Natural / Dry"
"2782",174,14,"Green"
"2783",174,15,"AlmacafÃ©"
"2784",174,16,"m"
"2785",175,1,"Arabica"
